Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Ezekiel Elliott,FA,RB,2.0,17,237,13.94,1002,58.94,4.23,47,14.41,5,0.29,10,0.59,47,2.76,65,3.82,287,16.88,6.11,2,0.12,284,16.71,302,17.76,1,0.06,0.0,1.0,205.1,12.06,10.9,6.5,12.2,3,4,4,3,3,1.43,2.0,13.39,228.6,13.45,13.9,6.46,13.81,3,4,3,4,3,1.43,2.33,15.54,252.1,14.83,16.2,6.57,15.61,3,3,3,6,2,1.83,2.67,17.67
Nick Chubb,CLE,RB,1.0,14,228,16.29,1259,89.93,5.52,70,26.21,20,1.43,8,0.57,20,1.43,25,1.79,174,12.43,8.7,1,0.07,248,17.71,253,18.07,1,0.07,0.0,1.0,195.3,13.95,12.9,8.13,13.34,2,4,1,2,5,1.33,3.5,15.16,205.3,14.66,13.4,8.32,14.13,3,3,1,2,5,1.33,2.33,15.45,215.3,15.38,13.9,8.53,15.16,4,3,1,1,5,1.0,1.5,15.76
Antonio Gibson,WAS,RB,1.0,16,258,16.12,1037,64.81,4.02,27,15.12,4,0.25,7,0.44,42,2.62,52,3.25,294,18.38,7.0,3,0.19,300,18.75,310,19.38,4,0.25,0.01,1.0,187.1,11.69,12.15,6.27,11.93,4,3,2,4,3,1.29,1.75,13.86,208.1,13.01,13.65,6.49,13.34,4,3,2,3,4,1.29,1.75,15.16,229.1,14.32,14.65,6.83,14.92,4,3,2,4,3,1.29,1.75,16.33
Darrell Henderson Jr.,FA,RB,3.0,12,149,12.42,688,57.33,4.62,29,13.83,1,0.08,5,0.42,29,2.42,40,3.33,176,14.67,6.07,3,0.25,178,14.83,189,15.75,0,0.0,0.0,1.0,134.4,11.2,12.45,7.05,11.1,4,1,2,3,2,1.4,1.25,13.18,148.9,12.41,14.65,6.99,12.49,3,2,1,4,2,1.4,2.0,14.99,163.4,13.62,16.15,7.02,14.1,2,3,2,3,2,1.4,2.5,16.51
Elijah Mitchell,SF,RB,2.0,12,207,17.25,963,80.25,4.65,39,18.83,9,0.75,5,0.42,19,1.58,20,1.67,137,11.42,7.21,1,0.08,226,18.83,227,18.92,0,0.0,0.0,1.0,146.0,12.17,11.75,6.95,12.1,2,4,0,3,3,1.0,3.0,13.87,155.5,12.96,13.15,7.19,12.95,2,4,0,4,2,1.0,3.0,14.89,165.0,13.75,14.65,7.54,13.98,2,3,2,4,1,1.4,2.5,16.1
Damien Harris,BUF,RB,1.0,15,202,13.47,929,61.93,4.6,64,19.67,14,0.93,15,1.0,18,1.2,20,1.33,132,8.8,7.33,0,0.0,220,14.67,222,14.8,2,0.13,0.01,1.0,192.1,12.81,12.4,7.15,12.65,2,2,5,4,2,2.75,3.0,14.88,201.1,13.41,12.9,7.02,13.48,2,4,3,4,2,1.5,3.0,14.85,210.1,14.01,13.4,6.92,14.55,3,3,3,4,2,1.5,2.0,15.31
Aaron Jones,GB,RB,1.0,15,171,11.4,799,53.27,4.67,57,16.87,8,0.53,4,0.27,52,3.47,65,4.33,391,26.07,7.52,6,0.4,223,14.87,236,15.73,1,0.07,0.0,1.0,177.0,11.8,10.6,8.46,11.18,4,3,3,3,2,1.14,1.25,12.26,203.0,13.53,12.9,9.01,12.79,4,2,4,2,3,1.5,1.25,14.2,229.0,15.27,14.9,9.64,14.6,3,2,5,3,2,2.0,1.67,16.26
Cordarrelle Patterson,ATL,RB,1.0,16,153,9.56,618,38.62,4.04,39,13.06,3,0.19,6,0.38,52,3.25,69,4.31,548,34.25,10.54,5,0.31,205,12.81,222,13.88,0,0.0,0.0,1.0,182.6,11.41,10.8,7.83,11.02,4,2,6,1,3,1.67,1.0,12.29,208.6,13.04,13.0,8.34,12.56,4,2,5,2,3,1.67,1.25,14.04,234.6,14.66,14.0,8.93,14.29,4,2,4,3,3,1.67,1.5,15.33
David Montgomery,DET,RB,1.0,14,225,16.07,849,60.64,3.77,41,16.29,7,0.5,7,0.5,42,3.0,51,3.64,301,21.5,7.17,0,0.0,267,19.07,276,19.71,1,0.07,0.0,1.0,154.0,11.0,7.95,6.8,11.0,2,7,0,2,3,0.56,2.5,11.4,175.0,12.5,9.2,7.18,12.5,2,6,1,1,4,0.75,2.5,12.74,196.0,14.0,11.1,7.74,14.14,3,5,1,2,3,0.75,1.67,14.12
James Robinson,NE,RB,1.0,14,164,11.71,767,54.79,4.68,58,16.86,7,0.5,8,0.57,31,2.21,46,3.29,222,15.86,7.16,0,0.0,195,13.93,210,15.0,2,0.14,0.01,1.0,142.9,10.21,9.65,7.29,10.03,5,1,2,3,3,1.33,1.2,11.32,158.4,11.31,10.9,7.74,11.1,5,1,2,3,3,1.33,1.2,12.37,173.9,12.42,12.15,8.26,12.35,4,3,1,5,1,1.0,1.5,13.4
Melvin Gordon III,FA,RB,5.0,16,203,12.69,918,57.38,4.52,70,17.06,8,0.5,8,0.5,28,1.75,38,2.38,213,13.31,7.61,2,0.12,231,14.44,241,15.06,3,0.19,0.01,1.0,167.2,10.45,8.55,5.97,10.8,2,8,0,5,1,0.6,3.0,11.26,181.2,11.32,9.05,5.94,11.87,3,7,1,4,1,0.6,1.67,11.64,195.2,12.2,10.25,5.95,13.16,3,7,2,3,1,0.6,1.33,12.68
Kareem Hunt,FA,RB,9.0,8,78,9.75,386,48.25,4.95,33,16.38,3,0.38,5,0.62,22,2.75,27,3.38,174,21.75,7.91,0,0.0,100,12.5,105,13.12,0,0.0,0.0,0.88,88.0,11.0,10.95,7.92,10.59,3,1,0,2,2,1.0,1.33,10.47,99.0,12.38,12.45,8.79,11.76,3,1,0,2,2,1.0,1.33,11.53,110.0,13.75,13.7,9.69,13.13,3,1,1,1,2,1.0,1.0,12.5
Chase Edmonds,TB,RB,1.0,12,116,9.67,592,49.33,5.1,54,17.83,8,0.67,2,0.17,43,3.58,53,4.42,311,25.92,7.23,0,0.0,159,13.25,169,14.08,1,0.08,0.01,1.0,100.3,8.36,7.85,5.22,8.93,4,4,2,1,1,0.5,0.5,9.34,121.8,10.15,10.35,6.05,10.59,4,3,3,1,1,0.71,0.5,11.32,143.3,11.94,12.85,7.01,12.37,3,2,5,1,1,1.4,0.67,13.62
Clyde Edwards-Helaire,KC,RB,1.0,10,119,11.9,517,51.7,4.34,17,10.2,0,0.0,4,0.4,19,1.9,23,2.3,118,11.8,6.21,2,0.2,138,13.8,142,14.2,2,0.2,0.01,0.96,97.5,9.75,8.65,5.25,10.4,2,4,0,4,0,0.67,2.0,10.45,107.0,10.7,9.65,5.53,11.42,2,4,1,3,0,0.67,1.5,11.21,116.5,11.65,10.7,5.83,12.63,2,4,1,3,0,0.67,1.5,12.19
Javonte Williams,DEN,RB,1.0,17,203,11.94,903,53.12,4.45,49,17.47,11,0.65,4,0.24,43,2.53,53,3.12,316,18.59,7.35,3,0.18,246,14.47,256,15.06,1,0.06,0.0,1.0,161.9,9.52,8.0,5.79,9.92,5,6,3,1,2,0.55,0.6,9.99,183.4,10.79,9.0,6.17,11.21,4,7,3,1,2,0.55,0.75,11.06,204.9,12.05,10.0,6.63,12.65,4,7,2,3,1,0.55,1.0,12.22
Devin Singletary,HOU,RB,1.0,17,188,11.06,870,51.18,4.63,46,17.76,10,0.59,7,0.41,40,2.35,50,2.94,228,13.41,5.7,1,0.06,228,13.41,238,14.0,0,0.0,0.0,1.0,157.8,9.28,8.0,6.75,9.3,8,3,1,3,2,0.55,0.62,9.61,177.8,10.46,9.4,6.72,10.63,7,3,2,3,2,0.7,0.71,10.94,197.8,11.64,11.0,6.86,12.11,6,4,3,2,2,0.7,0.67,12.32
Michael Carter,NYJ,RB,1.0,14,147,10.5,639,45.64,4.35,55,17.29,8,0.57,4,0.29,36,2.57,55,3.93,325,23.21,9.03,0,0.0,183,13.07,202,14.43,1,0.07,0.01,1.0,118.4,8.46,8.5,5.84,8.78,4,6,2,1,1,0.4,0.5,9.55,136.4,9.74,9.45,6.87,9.85,5,4,3,1,1,0.56,0.4,10.51,154.4,11.03,10.0,8.0,11.05,6,3,3,1,1,0.56,0.33,11.28
Darrel Williams,FA,RB,12.0,17,144,8.47,558,32.82,3.88,21,10.24,1,0.06,6,0.35,47,2.76,57,3.35,452,26.59,9.62,2,0.12,191,11.24,201,11.82,0,0.0,0.0,1.0,149.0,8.76,7.7,6.8,8.76,8,3,3,0,3,0.55,0.38,8.96,172.5,10.15,9.2,7.53,10.03,8,3,3,0,3,0.55,0.38,10.2,196.0,11.53,10.7,8.34,11.43,7,4,2,1,3,0.55,0.57,11.56
D'Onta Foreman,CHI,RB,1.0,9,133,14.78,566,62.89,4.26,35,15.89,6,0.67,3,0.33,9,1.0,11,1.22,123,13.67,13.67,0,0.0,142,15.78,144,16.0,1,0.11,0.01,0.93,84.9,9.43,8.4,4.98,10.2,2,4,1,1,1,0.5,1.0,9.7,89.4,9.93,8.9,5.05,10.85,2,4,2,1,0,0.5,0.5,10.07,93.9,10.43,9.8,5.15,11.67,3,3,2,1,0,0.5,0.33,10.74
AJ Dillon,GB,RB,2.0,17,187,11.0,803,47.24,4.29,36,11.82,3,0.18,5,0.29,34,2.0,37,2.18,313,18.41,9.21,2,0.12,221,13.0,224,13.18,1,0.06,0.0,1.0,151.6,8.92,7.8,6.6,8.99,6,4,3,2,2,0.7,0.67,9.39,168.6,9.92,7.8,6.95,10.0,5,6,2,2,2,0.55,0.8,9.8,185.6,10.92,8.6,7.4,11.15,8,3,2,2,2,0.55,0.5,10.6
Tony Pollard,DAL,RB,1.0,15,130,8.67,719,47.93,5.53,58,17.07,8,0.53,2,0.13,39,2.6,46,3.07,337,22.47,8.64,0,0.0,169,11.27,176,11.73,0,0.0,0.0,1.0,123.6,8.24,6.7,4.48,9.14,5,5,4,0,1,0.5,0.2,8.6,143.1,9.54,7.8,4.81,10.55,5,5,4,0,1,0.5,0.2,9.73,162.6,10.84,9.0,5.23,12.08,5,5,3,1,1,0.5,0.4,11.01
Chris Carson,FA,RB,6.0,4,54,13.5,232,58.0,4.3,33,19.75,4,1.0,3,0.75,6,1.5,6,1.5,29,7.25,4.83,0,0.0,60,15.0,60,15.0,1,0.25,0.02,0.65,42.1,10.52,11.95,5.48,11.11,1,0,1,2,0,3.0,2.0,8.99,45.1,11.28,13.15,5.45,12.08,1,0,1,2,0,3.0,2.0,9.62,48.1,12.02,13.9,5.48,13.24,1,0,3,0,0,3.0,0.0,9.85
Miles Sanders,CAR,RB,1.0,12,137,11.42,754,62.83,5.5,38,20.92,9,0.75,0,0.0,26,2.17,34,2.83,158,13.17,6.08,0,0.0,163,13.58,171,14.25,1,0.08,0.01,1.0,91.2,7.6,6.15,4.06,8.65,6,3,1,2,0,0.33,0.33,8.33,104.2,8.68,7.2,4.3,9.87,5,4,0,3,0,0.33,0.6,9.42,117.2,9.77,8.1,4.65,11.21,6,3,1,2,0,0.33,0.33,10.36
Saquon Barkley,NYG,RB,1.0,14,162,11.57,593,42.36,3.66,41,13.71,6,0.43,2,0.14,41,2.93,57,4.07,263,18.79,6.41,2,0.14,203,14.5,219,15.64,1,0.07,0.0,1.0,107.6,7.69,5.5,6.74,7.7,8,2,1,2,1,0.4,0.38,7.8,128.1,9.15,7.65,7.39,9.09,5,6,0,2,1,0.27,0.6,9.38,148.6,10.61,9.35,8.15,10.59,5,5,1,2,1,0.4,0.6,10.89
J.D. McKissic,FA,RB,21.0,11,48,4.36,212,19.27,4.42,15,7.64,0,0.0,2,0.18,43,3.91,53,4.82,397,36.09,9.23,2,0.18,91,8.27,101,9.18,0,0.0,0.0,1.0,84.9,7.72,5.6,5.7,8.07,6,1,2,2,0,0.57,0.33,7.44,106.4,9.67,7.6,6.7,9.84,5,1,3,1,1,0.83,0.4,9.28,127.9,11.63,9.6,7.81,11.72,5,1,0,4,1,0.83,1.0,11.18
Boston Scott,PHI,RB,2.0,11,87,7.91,373,33.91,4.29,23,8.82,2,0.18,7,0.64,13,1.18,16,1.45,83,7.55,6.38,0,0.0,100,9.09,103,9.36,1,0.09,0.01,1.0,85.6,7.78,8.9,7.2,7.67,5,1,3,0,2,0.83,0.4,8.91,92.1,8.37,9.4,7.49,8.28,5,2,2,1,1,0.57,0.4,9.28,98.6,8.96,9.9,7.83,9.03,5,2,2,1,1,0.57,0.4,9.84
Chuba Hubbard,CAR,RB,2.0,16,172,10.75,612,38.25,3.56,26,12.5,3,0.19,5,0.31,25,1.56,37,2.31,174,10.88,6.96,1,0.06,197,12.31,209,13.06,1,0.06,0.01,1.0,112.6,7.04,7.5,4.84,7.66,7,4,5,0,0,0.45,0.0,8.36,125.1,7.82,8.4,5.21,8.47,6,5,4,1,0,0.45,0.17,9.17,137.6,8.6,9.2,5.67,9.39,6,5,4,1,0,0.45,0.17,9.94
Jamaal Williams,NO,RB,2.0,13,153,11.77,601,46.23,3.93,20,11.54,1,0.08,3,0.23,26,2.0,28,2.15,157,12.08,6.04,0,0.0,179,13.77,181,13.92,0,0.0,0.0,1.0,93.8,7.22,6.6,4.42,8.03,5,5,2,1,0,0.3,0.2,8.18,106.8,8.22,7.5,5.29,8.87,6,3,3,0,1,0.44,0.17,9.02,119.8,9.22,7.7,6.26,9.82,7,2,3,0,1,0.44,0.14,9.53
Rashaad Penny,PHI,RB,1.0,10,119,11.9,749,74.9,6.29,62,23.1,20,2.0,6,0.6,6,0.6,8,0.8,48,4.8,8.0,0,0.0,125,12.5,127,12.7,0,0.0,0.0,0.96,115.7,11.57,5.3,12.14,10.01,5,1,0,0,4,0.67,0.8,8.39,118.7,11.87,6.05,12.29,10.38,6,0,0,1,3,0.67,0.67,8.84,121.7,12.17,6.8,12.46,10.91,6,0,0,1,3,0.67,0.67,9.4
Devonta Freeman,FA,RB,14.0,16,133,8.31,576,36.0,4.33,32,14.0,6,0.38,5,0.31,34,2.12,42,2.62,190,11.88,5.59,1,0.06,167,10.44,175,10.94,0,0.0,0.0,1.0,112.6,7.04,6.6,4.9,7.64,7,4,2,3,0,0.45,0.43,7.84,129.6,8.1,7.75,5.52,8.65,7,4,2,3,0,0.45,0.43,8.81,146.6,9.16,8.75,6.22,9.77,7,4,3,2,0,0.45,0.29,9.73
Mike Davis,FA,RB,13.0,17,138,8.12,503,29.59,3.64,18,9.53,0,0.0,3,0.18,44,2.59,58,3.41,259,15.24,5.89,1,0.06,182,10.71,196,11.53,3,0.18,0.02,1.0,94.2,5.54,6.3,4.05,6.31,8,6,3,0,0,0.21,0.0,6.93,116.2,6.84,8.7,4.51,7.68,8,5,4,0,0,0.31,0.0,8.68,138.2,8.13,10.2,5.12,9.1,8,4,4,1,0,0.42,0.12,10.08
Myles Gaskin,MIA,RB,1.0,17,173,10.18,612,36.0,3.54,30,10.88,3,0.18,3,0.18,49,2.88,63,3.71,234,13.76,4.78,4,0.24,222,13.06,236,13.88,1,0.06,0.0,1.0,124.6,7.33,5.4,6.3,7.47,10,2,1,3,1,0.42,0.4,7.49,149.1,8.77,6.6,7.21,8.76,9,3,1,3,1,0.42,0.44,8.62,173.6,10.21,8.5,8.21,10.16,8,3,2,3,1,0.55,0.5,10.18
Sony Michel,FA,RB,7.0,17,208,12.24,845,49.71,4.06,39,13.76,3,0.18,4,0.24,21,1.24,33,1.94,128,7.53,6.1,1,0.06,229,13.47,241,14.18,1,0.06,0.0,1.0,125.3,7.37,5.6,6.22,7.54,9,3,2,1,2,0.42,0.33,7.62,135.8,7.99,6.6,6.58,8.16,9,3,2,1,2,0.42,0.33,8.35,146.3,8.61,7.6,6.97,8.93,10,3,1,3,0,0.31,0.3,9.08
Rhamondre Stevenson,NE,RB,2.0,12,133,11.08,606,50.5,4.56,21,12.67,1,0.08,5,0.42,14,1.17,18,1.5,123,10.25,8.79,0,0.0,147,12.25,151,12.58,1,0.08,0.01,1.0,100.9,8.41,6.05,7.74,8.14,6,2,2,0,2,0.5,0.33,7.98,107.9,8.99,6.2,8.06,8.74,6,2,2,0,2,0.5,0.33,8.31,114.9,9.57,6.4,8.41,9.47,7,1,2,0,2,0.5,0.29,8.72
Devontae Booker,FA,RB,11.0,16,145,9.06,593,37.06,4.09,31,12.06,4,0.25,2,0.12,40,2.5,45,2.81,268,16.75,6.7,1,0.06,185,11.56,190,11.88,0,0.0,0.0,1.0,104.1,6.51,5.0,5.05,7.01,9,3,3,1,0,0.33,0.11,6.79,124.1,7.76,7.0,5.46,8.31,8,4,3,1,0,0.33,0.12,8.27,144.1,9.01,9.0,5.92,9.73,7,4,3,2,0,0.45,0.29,9.91
Jordan Howard,FA,RB,10.0,7,86,12.29,406,58.0,4.72,25,14.14,1,0.14,3,0.43,2,0.29,5,0.71,19,2.71,9.5,0,0.0,88,12.57,91,13.0,0,0.0,0.0,0.84,60.5,8.64,6.9,5.1,9.29,2,3,1,1,0,0.4,0.5,7.46,61.5,8.79,6.9,5.02,9.61,4,1,1,1,0,0.4,0.25,7.52,62.5,8.93,7.6,4.96,10.08,4,1,1,1,0,0.4,0.25,7.97
Duke Johnson Jr.,FA,RB,4.0,5,71,14.2,330,66.0,4.65,27,14.2,1,0.2,3,0.6,4,0.8,5,1.0,41,8.2,10.25,0,0.0,75,15.0,76,15.2,0,0.0,0.0,0.72,55.1,11.02,6.5,9.94,10.02,2,1,0,0,2,0.67,1.0,6.88,57.1,11.42,7.5,10.09,10.49,2,1,0,1,1,0.67,1.0,7.35,59.1,11.82,8.5,10.26,11.13,2,1,0,1,1,0.67,1.0,7.89
Dontrell Hilliard,FA,RB,18.0,8,56,7.0,350,43.75,6.25,68,20.88,6,0.75,2,0.25,19,2.38,26,3.25,87,10.88,4.58,0,0.0,75,9.38,82,10.25,1,0.12,0.01,0.88,53.7,6.71,5.85,6.19,6.87,5,1,0,2,0,0.33,0.4,6.2,63.2,7.9,7.1,6.66,8.05,4,1,1,2,0,0.6,0.5,7.31,72.7,9.09,8.35,7.33,9.31,4,1,1,2,0,0.6,0.5,8.31
Kenyan Drake,FA,RB,23.0,12,63,5.25,254,21.17,4.03,21,8.42,1,0.08,2,0.17,30,2.5,40,3.33,291,24.25,9.7,1,0.08,93,7.75,103,8.58,0,0.0,0.0,1.0,72.5,6.04,4.3,5.79,6.29,8,1,1,1,1,0.33,0.25,5.85,87.5,7.29,5.65,6.28,7.54,6,3,1,1,1,0.33,0.33,7.04,102.5,8.54,6.9,6.88,8.89,6,2,2,2,0,0.5,0.33,8.3
Zack Moss,IND,RB,2.0,13,96,7.38,345,26.54,3.59,17,8.15,0,0.0,4,0.31,23,1.77,32,2.46,197,15.15,8.57,1,0.08,119,9.15,128,9.85,1,0.08,0.01,1.0,82.2,6.32,3.9,4.86,6.88,8,2,2,1,0,0.3,0.12,6.02,93.7,7.21,4.9,5.05,7.87,7,3,2,1,0,0.3,0.14,6.92,105.2,8.09,5.9,5.36,8.96,7,2,3,1,0,0.44,0.14,7.93
Mark Ingram II,FA,RB,8.0,14,160,11.43,554,39.57,3.46,28,11.29,2,0.14,2,0.14,27,1.93,35,2.5,162,11.57,6.0,0,0.0,187,13.36,195,13.93,1,0.07,0.01,1.0,81.6,5.83,4.05,4.8,6.36,9,3,0,2,0,0.17,0.22,6.22,95.1,6.79,4.35,5.24,7.35,9,2,2,1,0,0.27,0.11,6.82,108.6,7.76,5.35,5.8,8.42,9,2,2,1,0,0.27,0.11,7.75
Latavius Murray,FA,RB,20.0,14,119,8.5,501,35.79,4.21,46,10.36,5,0.36,6,0.43,10,0.71,13,0.93,75,5.36,7.5,0,0.0,129,9.21,132,9.43,0,0.0,0.0,1.0,93.6,6.69,4.3,5.42,7.08,8,2,3,0,1,0.4,0.12,6.29,98.6,7.04,5.05,5.32,7.59,9,2,2,0,1,0.27,0.11,6.8,103.6,7.4,5.8,5.26,8.23,9,3,1,1,0,0.17,0.11,7.37
Ty Johnson,NYJ,RB,2.0,15,61,4.07,238,15.87,3.9,24,8.87,2,0.13,2,0.13,34,2.27,55,3.67,372,24.8,10.94,2,0.13,95,6.33,116,7.73,1,0.07,0.01,1.0,83.0,5.53,4.2,4.66,6.08,10,2,1,2,0,0.25,0.2,5.58,100.0,6.67,5.0,5.21,7.22,9,3,1,2,0,0.25,0.22,6.46,117.0,7.8,5.0,5.87,8.44,8,3,2,2,0,0.36,0.25,7.07
